ban,tipo_cliente,canal_contato,tentativas_contato,texto,urgencia,valor_mensalidade,dias_atraso,valor_total_divida,historico_pagamento,estado,data_chamado
000001684,Pessoa Jurídica,Chat,1,segunda via do boleto,Baixa,53.36,18,102.56,bom,RJ,2025-02-17T22:10:32.666651
000009107,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,143.8,18,148.0,regular,PE,2025-09-27T09:10:09.061622
000006076,Pessoa Física,Email,2,preciso de um desconto.,Média,158.49,58,430.25,bom,SP,2025-01-07T08:53:40.893131
000009960,Pessoa Física,Chat,4,ajuda temporária. por favor,Média,15.51,53,58.8,bom,RS,2025-07-15T21:09:46.991052
000002337,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,168.84,6,648.66,bom,MT,2025-03-17T16:40:56.925912
000005524,Pessoa Física,Email,2,preciso de um desconto. por favor,Média,134.02,54,475.35,bom,SP,2025-03-06T00:10:13.561415
000003536,Pessoa Física,Telefone,3,consulta de valores.,Baixa,184.69,28,403.51,bom,ES,2025-09-17T03:48:18.060751
000001991,Pessoa Física,Email,4,preciso de informação. muito obrigado,Baixa,81.28,2,320.55,regular,BA,2025-10-01T01:49:29.020731
000000303,Pessoa Física,Telefone,1,proposta de pagamento. por favor,Média,131.63,7,435.16,ruim,MG,2025-04-23T11:55:12.258874
000007405,Pessoa Física,Chat,3,como posso pagar.,Baixa,131.32,12,583.68,regular,SP,2025-06-21T21:34:58.283741
000009749,Pessoa Física,Telefone,2,preciso de informação. aguardo uma resposta,Baixa,89.05,19,259.32,bom,RS,2024-11-28T01:06:00.548812
000006175,Pessoa Física,Telefone,1,como posso pagar.,Baixa,69.24,25,119.13,bom,RJ,2025-01-18T21:03:28.518266
000008800,Pessoa Física,Físico,2,como posso pagar. por favor,Baixa,157.25,6,556.45,regular,DF,2025-09-21T07:39:43.691059
000001569,Pessoa Jurídica,Telefone,2,ajuda temporária.,Média,129.17,37,207.08,ruim,RJ,2025-05-02T01:08:37.533692
000002557,Pessoa Física,Chat,2,preciso de um desconto,Média,135.76,38,658.79,bom,PE,2025-04-18T12:56:28.830235
000001006,Pessoa Física,Telefone,3,dúvida sobre a fatura.,Baixa,174.51,21,665.43,bom,RS,2025-07-02T16:45:45.293334
000003609,Pessoa Jurídica,Chat,1,quero negociar. por favor,Média,118.41,51,476.63,bom,MG,2024-10-23T09:17:07.425509
000008168,Pessoa Física,Telefone,3,quero negociar. por favor,Média,132.6,34,492.88,ruim,ES,2025-05-03T20:56:56.125457
000006823,Pessoa Física,Email,4,como posso pagar.,Baixa,134.1,6,186.43,regular,RJ,2025-04-04T04:03:14.781290
000007460,Pessoa Física,Telefone,4,quero negociar.,Média,135.16,33,386.72,regular,AM,2025-08-09T22:55:34.515316
000002160,Pessoa Física,Telefone,2,ajuda temporária. aguardo uma resposta,Média,63.65,61,229.5,bom,RJ,2024-11-29T00:12:21.033346
000007749,Pessoa Física,Telefone,2,preciso de informação.,Baixa,119.2,4,228.56,bom,SP,2025-09-18T10:08:44.205001
000000222,Pessoa Física,Telefone,4,urgente. aguardo uma resposta,Alta,166.34,77,618.45,regular,DF,2024-10-31T18:25:34.359170
000005668,Pessoa Física,Chat,1,preciso de informação,Baixa,114.88,2,491.63,regular,CE,2024-12-09T09:05:07.235879
000004489,Pessoa Física,Telefone,4,parcelamento da dívida. por favor,Média,101.09,16,212.26,ruim,CE,2025-05-07T20:07:23.764975
000003471,Pessoa Física,Chat,3,como posso pagar.,Baixa,158.74,30,285.48,regular,RJ,2025-06-06T02:56:22.297970
000004814,Pessoa Física,Chat,2,ajuda temporária. aguardo uma resposta,Média,120.55,32,546.41,bom,SP,2024-12-27T09:55:45.220716
000003638,Pessoa Física,Telefone,4,preciso de informação. o mais rápido possível,Baixa,94.81,27,96.78,regular,SC,2024-11-15T07:05:08.226263
000007268,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,85.54,16,173.05,regular,RS,2025-08-23T16:13:59.736132
000005807,Pessoa Física,Chat,4,preciso de informação. por favor,Baixa,117.85,22,309.58,regular,MG,2024-12-31T10:27:10.729314
000004280,Pessoa Física,Telefone,3,renegociar valores. o mais rápido possível,Média,93.54,25,345.07,ruim,MG,2025-05-07T15:36:01.974998
000009455,Pessoa Física,Telefone,1,preciso de informação.,Baixa,156.06,15,778.47,bom,RN,2025-05-16T17:32:16.804832
000001665,Pessoa Física,Chat,1,como posso pagar.,Baixa,89.56,19,222.4,regular,RN,2025-03-04T15:00:47.977876
000001375,Pessoa Jurídica,Chat,4,quero negociar.,Média,131.13,38,628.8,bom,RJ,2025-05-03T16:31:10.343679
000008367,Pessoa Jurídica,Email,2,como posso pagar. o mais rápido possível,Baixa,136.79,9,337.47,bom,MA,2025-04-11T10:46:34.139405
000005390,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,145.32,16,549.62,bom,RJ,2025-09-08T21:35:56.612936
000000967,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,182.79,2,303.7,regular,AM,2024-12-16T02:40:31.631780
000006611,Pessoa Física,Redes Sociais,1,parcelamento da dívida.,Média,65.9,24,187.26,ruim,SP,2025-06-21T02:09:13.582876
000008007,Pessoa Física,Chat,3,segunda via do boleto.,Baixa,144.32,6,647.29,bom,GO,2024-12-28T16:27:07.593607
000002477,Pessoa Física,Redes Sociais,3,preciso de um desconto,Média,144.92,14,330.41,ruim,RS,2025-02-24T01:33:07.479728
000008534,Pessoa Física,Telefone,2,consulta de valores. por favor,Baixa,76.54,6,108.75,bom,SP,2025-06-04T20:03:49.039729
000007992,Pessoa Física,Chat,3,consulta de valores.,Baixa,130.42,2,403.11,bom,CE,2025-01-20T01:53:26.647980
000005031,Pessoa Física,Telefone,4,como posso pagar.,Baixa,103.22,14,284.7,regular,RJ,2025-01-25T23:43:18.311971
000009870,Premium,Email,1,dúvida sobre a fatura.,Baixa,176.08,12,337.75,regular,RJ,2025-07-04T02:51:07.294895
000009833,Premium,Chat,3,consulta de valores,Baixa,97.26,12,449.58,bom,PR,2024-10-29T00:05:01.912678
000000993,Pessoa Física,Chat,2,parcelamento da dívida,Média,111.39,6,379.48,ruim,SE,2025-03-18T21:24:33.249897
000003407,Pessoa Física,Redes Sociais,1,parcelamento da dívida,Média,104.79,59,250.31,regular,RN,2025-10-02T04:24:01.198071
000000133,Pessoa Jurídica,Telefone,4,parcelamento da dívida.,Média,86.47,2,431.01,ruim,AM,2025-10-01T07:43:50.635501
000006262,Pessoa Física,Chat,1,preciso de um desconto.,Média,58.02,45,89.95,ruim,ES,2024-10-29T06:22:27.234911
000004598,Pessoa Física,Telefone,2,quero negociar. o mais rápido possível,Média,86.69,28,380.73,ruim,PR,2024-12-19T08:38:52.359473
000002416,Pessoa Física,Telefone,3,como posso pagar. muito obrigado,Baixa,125.75,5,241.75,bom,BA,2025-01-07T08:52:17.475369
000000754,Pessoa Jurídica,Telefone,3,parcelamento da dívida.,Média,131.3,14,257.09,ruim,RN,2025-09-08T08:54:57.810872
000004165,Pessoa Física,Telefone,1,renegociar valores.,Média,152.49,89,456.35,ruim,SP,2025-08-20T05:37:56.180881
000000158,Pessoa Física,Chat,2,dúvida sobre a fatura.,Baixa,161.99,22,590.9,bom,RR,2025-08-19T15:39:36.914741
000008667,Pessoa Física,Telefone,2,renegociar valores.,Média,136.03,4,511.72,ruim,RS,2025-02-14T11:22:26.784182
000004129,Pessoa Física,Telefone,3,consulta de valores.,Baixa,151.87,13,165.31,regular,RS,2024-11-29T02:57:33.143533
000007851,Pessoa Física,Email,1,preciso de informação. muito obrigado,Baixa,140.96,14,302.7,regular,MG,2025-08-03T00:35:47.424900
000002078,Pessoa Jurídica,Chat,3,parcelamento da dívida. muito obrigado,Média,75.95,33,276.64,bom,SP,2025-06-16T11:15:01.681442
000005770,Pessoa Física,Telefone,2,renegociar valores.,Média,135.26,50,616.64,bom,PA,2025-05-13T22:00:31.770084
000006502,Pessoa Física,Email,4,como posso pagar.,Baixa,120.47,3,443.28,regular,MG,2025-09-28T02:02:11.159491
000009200,Pessoa Física,Chat,2,como posso pagar,Baixa,97.41,9,201.01,bom,MG,2025-05-29T08:47:16.008250
000006249,Pessoa Física,Email,4,dúvida sobre a fatura.,Baixa,120.49,8,365.22,bom,SP,2024-10-05T08:45:49.727100
000007782,Pessoa Física,Telefone,1,ajuda temporária. muito obrigado,Média,134.29,109,482.14,bom,RS,2025-07-27T22:43:37.476347
000003751,Pessoa Física,Redes Sociais,4,ajuda temporária. muito obrigado,Média,111.93,17,172.52,ruim,PE,2025-01-19T20:28:14.247184
000008865,Premium,Redes Sociais,2,parcelamento da dívida,Média,159.67,43,507.69,bom,BA,2025-06-01T19:17:40.543564
000003154,Pessoa Física,Email,1,consulta de valores.,Baixa,133.65,12,385.8,regular,SP,2025-09-10T10:37:24.256407
000000971,Pessoa Física,Telefone,2,parcelamento da dívida.,Média,154.97,27,363.65,ruim,PR,2024-11-20T13:21:07.244057
000001197,Pessoa Física,Chat,3,como posso pagar.,Baixa,170.26,8,594.91,bom,RJ,2024-11-13T16:00:30.079247
000003955,Pessoa Jurídica,Email,3,preciso de um desconto.,Média,104.17,49,369.27,bom,SP,2024-11-10T14:26:24.091078
000008568,Pessoa Física,Telefone,2,segunda via do boleto. o mais rápido possível,Baixa,102.21,13,499.39,bom,PE,2025-04-22T13:36:50.384361
000003277,Pessoa Física,Telefone,1,ajuda temporária.,Média,166.27,33,451.13,ruim,PA,2025-01-09T23:31:38.636091
000006325,Pessoa Física,Telefone,3,dúvida sobre a fatura. muito obrigado,Baixa,89.22,7,278.82,bom,RS,2025-05-11T09:58:53.176518
000005402,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,116.07,25,189.2,regular,CE,2025-06-21T14:36:16.339922
000001727,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,100.5,12,320.94,regular,PE,2024-12-15T20:52:24.635427
000005141,Pessoa Física,Chat,4,consulta de valores.,Baixa,80.37,2,91.97,bom,SP,2025-05-22T03:45:57.829715
000007402,Pessoa Física,Telefone,1,consulta de valores. aguardo uma resposta,Baixa,139.92,12,223.8,regular,RJ,2025-01-06T22:12:28.292001
000008549,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,109.3,17,184.17,bom,SP,2025-03-29T22:32:28.685869
000004415,Pessoa Jurídica,Chat,1,dúvida sobre a fatura.,Baixa,82.9,5,292.68,bom,TO,2025-08-29T04:09:02.640157
000001364,Premium,Telefone,2,dúvida sobre a fatura. por favor,Baixa,157.01,5,513.29,bom,RJ,2025-08-07T12:55:49.509065
000007411,Pessoa Física,Chat,3,segunda via do boleto,Baixa,67.02,14,280.96,bom,AM,2024-11-05T05:15:16.378815
000008391,Pessoa Física,Físico,2,segunda via do boleto.,Baixa,114.09,10,326.02,bom,MA,2025-03-06T05:09:06.830790
000007361,Pessoa Jurídica,Chat,4,como posso pagar,Baixa,155.61,13,451.18,bom,SC,2025-01-11T13:30:02.784313
000001939,Pessoa Física,Telefone,3,parcelamento da dívida.,Média,156.6,14,257.8,ruim,PR,2024-10-03T19:16:08.374481
000000463,Pessoa Jurídica,Redes Sociais,3,consulta de valores,Baixa,137.1,4,544.4,bom,PE,2025-07-11T03:38:03.745356
000003800,Pessoa Física,Chat,2,segunda via do boleto,Baixa,84.8,5,86.04,regular,RJ,2025-05-23T04:58:16.649568
000003522,Pessoa Física,Chat,3,parcelamento da dívida.,Média,126.42,38,341.28,bom,SP,2025-01-06T04:25:31.060452
000002278,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,134.23,5,235.35,bom,MG,2025-06-30T05:38:26.089776
000007864,Pessoa Física,Telefone,3,preciso de informação. o mais rápido possível,Baixa,102.33,23,417.92,regular,AM,2025-04-22T00:05:11.405854
000007756,Pessoa Física,Telefone,2,como posso pagar.,Baixa,135.06,12,498.85,regular,PE,2025-03-07T17:11:21.192927
000008564,Pessoa Física,Email,2,renegociar valores.,Média,60.89,69,233.03,bom,GO,2024-10-06T00:57:02.157740
000003915,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,49.86,3,79.49,regular,RN,2024-10-29T23:45:28.627969
000004032,Pessoa Jurídica,Telefone,4,parcelamento da dívida. o mais rápido possível,Média,94.31,36,346.61,bom,RS,2025-08-21T01:17:13.313285
000005892,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,147.72,15,555.96,bom,MG,2025-08-28T15:48:33.295573
000008570,Pessoa Física,Telefone,4,consulta de valores.,Baixa,154.41,2,156.04,regular,ES,2025-04-19T18:42:06.720622
000003214,Pessoa Física,Email,4,preciso de informação.,Baixa,68.83,7,156.27,bom,RJ,2025-08-03T08:02:52.709458
000003367,Pessoa Física,Email,3,como posso pagar.,Baixa,178.72,12,241.12,bom,SP,2025-05-03T06:19:38.607193
000003957,Pessoa Jurídica,Telefone,4,segunda via do boleto. muito obrigado,Baixa,123.6,9,460.48,regular,SP,2024-11-25T14:20:34.494394
000005540,Pessoa Física,Chat,3,consulta de valores. muito obrigado,Baixa,58.06,10,107.32,bom,PE,2024-11-18T01:20:42.606369
000005258,Pessoa Física,Telefone,1,ajuda temporária.,Média,132.14,50,272.03,regular,RN,2025-01-23T02:18:25.368541
000003750,Pessoa Física,Chat,1,preciso de informação.,Baixa,170.89,10,224.43,bom,PE,2025-08-26T20:26:39.509137
000001846,Pessoa Física,Chat,1,proposta de pagamento.,Média,100.61,12,295.31,ruim,BA,2025-07-20T06:48:19.399063
000003678,Pessoa Física,Telefone,2,como posso pagar.,Baixa,159.08,29,180.1,bom,PE,2025-08-12T20:54:02.154721
000006154,Pessoa Física,Chat,1,proposta de pagamento.,Média,177.69,32,778.7,bom,PA,2025-08-26T19:56:45.438762
000005325,Pessoa Jurídica,Telefone,2,como posso pagar. muito obrigado,Baixa,121.62,3,134.45,regular,GO,2024-12-18T05:40:07.860182
000006896,Pessoa Jurídica,Chat,1,consulta de valores. por favor,Baixa,90.19,25,112.43,bom,MG,2025-01-01T15:30:22.104807
000008297,Pessoa Jurídica,Email,3,ajuda temporária.,Média,166.81,14,594.11,ruim,BA,2024-11-09T01:15:09.181580
000007500,Pessoa Física,Telefone,4,preciso de informação.,Baixa,166.67,4,777.97,regular,SP,2025-07-14T10:30:00.294049
000000094,Pessoa Jurídica,Telefone,4,dúvida sobre a fatura.,Baixa,69.66,7,318.24,bom,CE,2025-08-21T10:18:03.362128
000001385,Pessoa Física,Telefone,2,segunda via do boleto. muito obrigado,Baixa,115.93,2,154.71,bom,MA,2025-02-27T22:23:42.007301
000003168,Pessoa Física,Chat,3,como posso pagar.,Baixa,148.83,10,320.55,bom,RS,2025-05-17T04:45:29.421187
000007660,Pessoa Física,Email,2,proposta de pagamento.,Média,151.05,7,465.86,ruim,BA,2024-11-27T22:57:56.895668
000009272,Pessoa Jurídica,Chat,1,dúvida sobre a fatura.,Baixa,108.43,11,119.98,bom,MG,2025-09-07T03:18:07.723657
000000386,Pessoa Física,Telefone,4,dúvida sobre a fatura. muito obrigado,Baixa,81.65,18,254.3,bom,CE,2025-08-14T07:06:51.699710
000004517,Pessoa Física,Redes Sociais,4,consulta de valores.,Baixa,182.83,27,510.29,bom,MG,2025-09-24T01:22:34.062810
000000550,Pessoa Física,Chat,1,como posso pagar,Baixa,123.57,20,414.41,bom,PE,2025-07-25T15:13:07.122425
000005136,Pessoa Física,Físico,4,dúvida sobre a fatura.,Baixa,112.85,24,528.28,bom,PI,2025-08-20T10:28:16.476682
000009094,Pessoa Jurídica,Email,3,parcelamento da dívida. o mais rápido possível,Média,96.47,41,202.44,ruim,MG,2024-10-11T13:27:34.678822
000005523,Pessoa Jurídica,Redes Sociais,3,quero negociar.,Média,111.94,42,398.1,regular,SP,2025-06-28T12:44:08.582155
000004540,Pessoa Física,Chat,2,quero negociar.,Média,57.01,40,155.03,regular,PB,2025-01-31T20:02:47.115022
000004022,Pessoa Física,Físico,4,renegociar valores.,Média,159.96,5,438.37,ruim,RJ,2025-09-07T11:29:49.180633
000005805,Pessoa Física,Chat,1,consulta de valores,Baixa,109.17,7,391.82,bom,AC,2025-07-22T12:23:20.489363
000008993,Pessoa Física,Chat,3,ajuda temporária. muito obrigado,Média,35.97,15,172.85,ruim,ES,2025-08-14T02:21:58.430535
000008606,Pessoa Física,Telefone,2,como posso pagar. muito obrigado,Baixa,80.61,10,358.89,bom,BA,2025-07-25T15:01:20.145319
000007722,Pessoa Física,Redes Sociais,3,como posso pagar.,Baixa,158.3,4,563.25,bom,CE,2025-01-07T22:56:35.340966
000002759,Pessoa Física,Telefone,4,consulta de valores. muito obrigado,Baixa,114.31,8,325.34,bom,MG,2025-07-17T02:07:27.517918
000003018,Pessoa Física,Chat,4,renegociar valores.,Média,88.45,74,238.46,regular,SP,2024-11-10T23:43:43.145153
000004527,Pessoa Física,Telefone,3,preciso de informação.,Baixa,125.3,10,519.81,bom,RS,2025-08-17T01:23:34.916137
000007036,Pessoa Física,Email,4,segunda via do boleto.,Baixa,108.05,12,202.36,regular,BA,2025-08-12T02:24:38.563848
000007792,Pessoa Física,Telefone,4,como posso pagar. aguardo uma resposta,Baixa,124.42,2,416.89,bom,RO,2024-12-22T17:59:20.102087
000002136,Pessoa Física,Redes Sociais,2,preciso de informação.,Baixa,132.78,26,400.97,regular,PE,2025-07-27T18:11:25.933959
000006182,Pessoa Jurídica,Chat,2,preciso de informação,Baixa,87.35,12,314.23,regular,GO,2025-03-19T15:05:45.656709
000009148,Premium,Redes Sociais,3,proposta de pagamento. por favor,Média,96.96,4,169.65,ruim,SP,2025-01-21T23:25:05.630215
000001218,Pessoa Física,Chat,1,ajuda temporária.,Média,90.62,69,342.82,ruim,SC,2025-07-19T23:59:45.945555
000000346,Premium,Chat,2,renegociar valores.,Média,91.8,31,322.03,regular,SP,2024-12-24T15:14:08.710918
000000736,Pessoa Física,Telefone,1,proposta de pagamento.,Média,94.88,27,163.25,ruim,CE,2024-10-11T03:37:30.318463
000003736,Pessoa Física,Telefone,2,ajuda temporária.,Média,108.39,63,303.33,regular,ES,2024-12-12T01:07:03.743993
000001106,Pessoa Jurídica,Telefone,2,segunda via do boleto. o mais rápido possível,Baixa,95.69,12,355.44,regular,PR,2025-01-30T09:39:13.732791
000008513,Pessoa Física,Telefone,2,segunda via do boleto.,Baixa,126.4,26,582.25,bom,RJ,2025-08-14T04:53:55.602473
000005397,Pessoa Física,Chat,1,dúvida sobre a fatura,Baixa,107.45,6,159.93,bom,PR,2025-09-20T15:42:22.197731
000003477,Pessoa Jurídica,Telefone,2,preciso de informação.,Baixa,91.74,25,94.95,bom,ES,2025-01-12T10:55:51.706326
000000544,Pessoa Física,Telefone,1,como posso pagar.,Baixa,42.98,2,71.37,regular,SC,2025-05-24T19:15:47.874062
000002957,Premium,Email,3,consulta de valores. muito obrigado,Baixa,83.88,4,415.8,bom,PE,2025-02-25T11:40:23.260157
000001293,Pessoa Jurídica,Telefone,2,preciso de informação.,Baixa,105.42,12,429.43,bom,PA,2025-09-25T20:42:39.655398
000008801,Premium,Telefone,1,dúvida sobre a fatura.,Baixa,158.3,2,547.32,bom,ES,2025-04-16T08:31:36.308878
000003196,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,117.2,14,179.56,bom,SP,2025-09-10T13:18:56.478622
000003677,Pessoa Física,Chat,3,consulta de valores. por favor,Baixa,59.47,16,158.44,bom,ES,2024-11-13T15:14:47.212953
000005245,Premium,Email,1,segunda via do boleto.,Baixa,123.92,20,478.45,regular,AM,2025-09-21T22:29:13.896267
000004362,Pessoa Física,Email,1,como posso pagar. por favor,Baixa,101.9,4,467.06,bom,PR,2024-12-06T17:28:15.433051
000008792,Pessoa Jurídica,Redes Sociais,1,consulta de valores,Baixa,142.84,5,361.0,bom,BA,2025-09-19T01:31:59.293428
000003272,Pessoa Física,Telefone,2,dúvida sobre a fatura. aguardo uma resposta,Baixa,61.5,20,307.42,bom,PI,2025-01-07T11:12:09.919018
000000089,Governo,Chat,1,como posso pagar.,Baixa,168.45,22,262.6,bom,AM,2024-11-11T02:25:08.564182
000006092,Pessoa Física,Chat,3,segunda via do boleto.,Baixa,137.88,2,351.28,bom,AC,2025-03-10T05:28:11.804192
000009604,Pessoa Física,Redes Sociais,1,preciso de informação.,Baixa,111.65,17,502.6,bom,CE,2025-06-25T14:26:22.143121
000002841,Pessoa Física,Email,1,parcelamento da dívida.,Média,58.25,31,209.68,bom,SP,2025-01-25T01:48:30.193240
000007025,Pessoa Física,Chat,2,consulta de valores.,Baixa,61.56,3,261.24,bom,SP,2025-05-11T22:04:10.744645
000008027,Pessoa Física,Chat,3,preciso de informação.,Baixa,147.42,12,682.73,bom,AM,2025-04-07T07:12:00.478302
000008590,Pessoa Física,Telefone,2,como posso pagar. por favor,Baixa,152.13,9,460.84,regular,CE,2025-02-20T04:43:08.598465
000005087,Pessoa Física,Telefone,3,quero negociar.,Média,161.66,49,313.46,bom,RJ,2025-05-01T02:25:14.669379
000001416,Pessoa Física,Telefone,3,preciso de informação. aguardo uma resposta,Baixa,186.69,6,704.72,regular,SP,2025-01-03T13:01:28.879474
000000281,Pessoa Física,Telefone,3,consulta de valores.,Baixa,149.97,9,487.99,regular,RJ,2025-06-18T09:13:48.082640
000007351,Pessoa Física,Chat,3,preciso de um desconto,Média,136.3,46,557.55,bom,SP,2024-10-03T03:00:49.220248
000006882,Pessoa Jurídica,Chat,3,segunda via do boleto.,Baixa,215.54,9,656.72,bom,PB,2025-09-05T13:33:29.145811
000004120,Pessoa Física,Email,3,consulta de valores. aguardo uma resposta,Baixa,98.18,16,416.72,regular,RN,2025-04-17T04:07:45.520930
000002382,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,115.97,2,534.4,bom,ES,2025-06-22T06:32:20.553494
000006393,Pessoa Física,Telefone,3,parcelamento da dívida. aguardo uma resposta,Média,58.35,83,233.3,bom,SP,2025-06-30T11:56:40.731560
000001037,Pessoa Física,Chat,3,proposta de pagamento.,Média,144.98,35,576.24,regular,SP,2025-06-04T10:45:24.668467
000006114,Pessoa Física,Telefone,3,como posso pagar. aguardo uma resposta,Baixa,111.86,21,374.59,regular,SP,2025-02-12T12:51:58.830533
000000800,Pessoa Jurídica,Telefone,1,dúvida sobre a fatura. o mais rápido possível,Baixa,95.19,3,274.77,bom,RJ,2024-10-28T01:33:43.084627
000008239,Pessoa Física,Telefone,2,quero negociar.,Média,96.02,3,469.57,ruim,SP,2025-06-02T02:44:11.263996
000005813,Pessoa Física,Chat,1,consulta de valores.,Baixa,88.2,17,315.8,regular,TO,2025-01-31T02:38:33.364587
